recorded,question,answer
0,How do you envision the ideal political system or government? What changes would you like to see in your current political landscape to move closer to that ideal?,-
0,How do you handle political disillusionment or frustration? What keeps you engaged or hopeful in the political process?,-
0,"How do your political beliefs influence your daily life and decisions, such as your consumer choices, career, or community involvement?",-
0,"How do you view the future of politics in your country and globally? What trends or challenges do you foresee, and how do you prepare or respond to them?",-
0,"If you were to mentor someone who is just beginning to explore their political beliefs, what advice or guidance would you offer them?",-
0,"How have your background, experiences, and community influenced your perspectives on social issues? Can you identify any specific experiences that shaped your views?",-
0,"What social issues do you feel most passionately about, and why? How do you engage with these issues in your daily life?",-
0,How do you approach conversations with people who have different views on social issues? What strategies do you employ to foster understanding and empathy?,-
0,How do you evaluate information and sources when forming your views on social issues? What role does critical thinking play in shaping your beliefs?,-
0,How do your views on social issues align with your broader moral or ethical framework? Are there any principles that guide your thinking across different issues?,-
0,How do you balance individual rights and community responsibilities when considering social issues? Can you provide examples of how you navigate this balance?,-
0,How do you see the intersection between social issues and political policies? What role do you believe government should play in addressing social problems?,-
0,How do you respond to social issues that challenge your existing beliefs or comfort zones? How do you approach learning about and engaging with unfamiliar or contentious issues?,-
0,"How do your views on social issues impact your relationships, career, or community involvement? Can you share examples of how these beliefs manifest in your actions?",-
0,"How do you view the role of activism, volunteerism, or philanthropy in addressing social issues? What personal commitments have you made in these areas?",-
0,"How have your views on specific social issues changed over time? What prompted those changes, and what did you learn from the process?",-
0,How do you approach social issues that may not directly affect you or your community? What motivates you to care about or engage with these issues?,-
0,"How do you envision the future of social issues in your community, country, or globally? What challenges or opportunities do you foresee, and how do you prepare for them?",-
0,How do you prioritize or balance your engagement with different social issues? Are there conflicts or synergies that you navigate between various concerns?,-
0,"If you could influence one significant change related to a social issue that matters to you, what would it be, and why? How would you work toward achieving that change?",-
0,"How do you define environmental stewardship, and why is it important to you? How does it align with your overall values and principles?",-
0,"What specific environmental issues concern you the most, and why? How do you see these issues impacting your community, country, or the world?",-
0,How do you integrate environmental stewardship into your daily life? Can you share examples of sustainable practices or choices you make regularly?,-
0,How do you balance economic growth and development with environmental protection and sustainability? What trade-offs or challenges do you see in this area?,-
0,"How do you view the role of government, corporations, and individuals in promoting environmental stewardship? What responsibilities do you believe each sector should have?",-
0,"How do you engage with others on environmental issues, especially with those who may have different views or priorities? What strategies do you use to foster collaboration or understanding?",-
0,How do you approach environmental education and awareness? What resources or methods do you rely on to stay informed and encourage others to do the same?,-
0,How do you evaluate the environmental impact of products or services you consume? What criteria do you use to make environmentally responsible choices?,-
0,How have your views on environmental stewardship evolved over time? Can you identify experiences or insights that have shaped your growth in this area?,-
0,How do you view the intersection of technology and environmental stewardship? What opportunities or concerns do you see in leveraging technology for sustainability?,-
0,"How do you envision the future of environmental stewardship? What trends or innovations do you see as most promising, and what challenges must be overcome?",-
0,How do you engage with nature personally? How does your connection to the natural world influence your views on environmental stewardship?,-
0,"If you could influence or implement one major environmental policy or initiative, what would it be, and why? How would you go about achieving that goal?",-
0,"How do you structure your day, and what does your ideal daily routine look like? Why?",-
0,What daily habit has had the most positive impact on your life or well-being? How did you cultivate it?,-
0,"Are there routines or habits you've struggled to adopt or maintain? What challenges did you face, and how did you address them?",-
0,"How do external factors, like work or family commitments, influence your daily routines? How do you balance or adapt your habits to these commitments?",-
0,How do you prioritize tasks or activities in your daily life? Are there guiding principles or values that help you make these decisions?,-
0,"What rituals or habits help you transition between different parts of your day, such as morning to work or work to leisure?",-
0,How do your daily routines vary on weekdays versus weekends? What drives those differences?,-
0,How do you handle disruptions or unexpected events in your daily routine? What strategies do you use to adapt or regain focus?,-
0,"What role does technology play in your daily habits? Do you see it as a tool, a distraction, or both?",-
0,"Are there any habits or routines you've adopted from other cultures, traditions, or individuals that have particularly resonated with you? Why?",-
0,How do you see the connection between your daily habits and your long-term goals or aspirations?,-
0,In what ways do you incorporate self-care or relaxation into your daily routine? How do you ensure you're taking time for yourself amidst other responsibilities?,-
0,"How have significant life events (like moving to a new city, a change in job, or personal milestones) affected your daily routines? How did you navigate those changes?",-
0,How do you envision the evolution of your daily routines as you age or as your priorities shift?,-
0,"If you were to mentor someone in developing a productive and balanced daily routine, what advice or insights would you share based on your experiences?",-
0,"What is your biggest dream or ambition, and why is it meaningful to you? How does it align with your values and core beliefs?",-
0,"How have your dreams and ambitions evolved over time? Can you identify specific events, people, or experiences that have shaped or redirected them?",-
0,"What obstacles or challenges have you faced in pursuing your dreams, and how have you overcome them? What did you learn from those experiences?",-
0,How do you balance your current responsibilities and commitments with working towards your long-term dreams and goals?,-
0,"How do you stay motivated and focused on your ambitions, especially when facing setbacks or distractions?",-
0,How do you align your daily habits and routines with your bigger dreams and ambitions? What specific actions are you taking to make your dreams a reality?,-
0,"How do you seek support, mentorship, or collaboration to help you achieve your dreams? What role do others play in your journey?",-
0,How do you measure progress or success in reaching your dreams? What benchmarks or milestones do you set for yourself?,-
0,"How do you handle conflicting dreams or goals? Have you ever had to choose between two or more paths, and how did you make that decision?",-
0,How do you approach risk and uncertainty when pursuing your dreams and ambitions? What role does courage or fear play in your decisions?,-
0,How do your dreams and ambitions fit into your broader life vision or purpose? Are there overarching themes or connections you see between different areas of your life?,-
0,How do you envision your dreams impacting others or contributing to society? What legacy do you hope to leave through your ambitions?,-
0,"How do you nurture and protect your dreams in the face of skepticism, doubt, or external pressures? What keeps you connected to what truly matters to you?",-
0,"Are there any dreams or goals that you've let go of or changed significantly? How did you navigate that process, and what did it teach you about yourself?",-
0,"If you were to mentor or inspire someone else in pursuing their dreams, what wisdom or advice would you share based on your experiences and insights?",-
0,"Can you describe a decision or action you regret? What led to that choice, and why do you wish you had acted differently?",-
0,How do you process or cope with feelings of regret? What strategies or practices have you found helpful?,-
0,How have your regrets influenced your subsequent choices or behavior? Can you share an example where a regretful experience led to growth or positive change?,-
0,Are there things in your life that you once regretted but now view differently? What changed your perspective?,-
0,How do you balance learning from past mistakes without becoming consumed or paralyzed by regret?,-
0,"Can you think of a time when you chose not to act and later regretted that inaction? What held you back, and what would you do differently now?",-
0,"How do you approach forgiveness, both of yourself and others, when dealing with regrets? How does this process affect your relationships and self-perception?",-
0,Are there societal or cultural expectations that have influenced your regrets or things you wish to change? How have you navigated these pressures?,-
0,How do you distinguish between healthy reflection on past mistakes and unhealthy dwelling on regret? What boundaries or guidelines do you set for yourself?,-
0,"How do you involve others, such as friends, family, or mentors, in processing regrets or decisions you wish to change? What role do they play in your reflection?",-
0,Are there regrets tied to missed opportunities or dreams you didn't pursue? How do you reconcile with these paths not taken?,-
0,How do you integrate your regrets and lessons learned into your current goals and future planning?,-
0,Are there any positive aspects or silver linings you've found in situations you initially regretted? How did you come to see them?,-
0,"If you could go back in time and change one thing about your life, what would it be, and why? How do you think it would alter your current situation?",-
0,"How do you approach the concept of regret philosophically or spiritually? Do you see it as a necessary part of human experience, or something to be minimized or avoided?",-
0,"What are your greatest hopes for your personal future, and why? How do they align with your core values and beliefs?",-
0,"How do you envision the future of your community or society? What changes or developments do you hope to see, and why?",-
0,"What predictions do you have for the world in areas such as technology, politics, environment, or culture? How do you feel about these potential changes?",-
0,Are there any fears or concerns you have about the future? How do you cope with or address these anxieties?,-
0,How do you balance your hopes and predictions for the future with living in the present moment? What practices help you maintain this balance?,-
0,How do your future predictions influence your current decisions and actions? Can you give an example of how your vision of the future guides your behavior today?,-
0,How do you approach goal setting and planning for the future? How do you ensure alignment with your deeper hopes and values?,-
0,"How do you involve others, such as family, friends, or community, in your hopes and plans for the future? What role do relationships play in shaping your vision?",-
0,How do you handle uncertainty and unpredictability when thinking about the future? What strategies or philosophies guide you in the face of unknowns?,-
0,How have your predictions and hopes for the future evolved over time? What experiences or insights have led to these changes?,-
0,"Are there any ethical considerations or dilemmas you face when thinking about the future, especially in terms of technology or societal changes?",-
0,"How do you reconcile differing opinions or visions of the future with those close to you, such as family or friends? How do you navigate these differences?",-
0,"How do you engage with or contribute to shaping the future, whether in your personal life, community, or broader society?",-
0,"What role does imagination, creativity, or dreaming play in shaping your hopes and predictions for the future?",-
0,"If you could send a message to your future self, what would it be? Alternatively, if you could ask a question of your future self, what would you want to know?",-
0,Can you share a funny or unexpected experience that taught you something significant about yourself or others?,-
0,How do you use humor to cope with challenging or stressful situations? Can you give an example of when this approach has helped you?,-
0,Have you ever shared a humorous experience that brought you closer to someone else? How did that moment contribute to your relationship?,-
0,"What's the most embarrassing but funny moment you've ever had? How do you look back on it now, and what did you learn from it?",-
0,How does your sense of humor reflect your personality and values? Can you share an experience that illustrates this connection?,-
0,"Has your sense of humor ever gotten you into trouble? How did you handle the situation, and what did you take away from it?",-
0,How do you adapt your humor to different audiences or situations? Can you share a story about successfully (or unsuccessfully) using humor in a diverse or unexpected setting?,-
0,Can you recall a time when humor helped you overcome a barrier or misunderstanding with someone from a different background or culture?,-
0,How has your sense of humor evolved over time? Are there experiences or people who have particularly influenced this aspect of your personality?,-
0,"Have you ever used humor to address or defuse a conflict? What happened, and what role did humor play in the resolution?",-
0,How do you perceive the role of humor in social interactions and community building? Can you give an example from your life that embodies this view?,-
0,"Are there topics or situations where you find it challenging to use or appreciate humor? How do you navigate these moments, and what do they reveal about your boundaries or sensitivities?",-
0,Can you share a humorous experience that was also a turning point or defining moment in your life?,-
0,"How do you balance humor with sincerity, especially in significant or serious relationships? Can you share an experience that illustrates this balance?",-
0,"If you were to describe your life's journey so far as a comedy, what would be the central plot, and who would be the main characters? How would you want the audience to feel as they leave the theater?",-
0,What are the values you were brought up with?,-
0,What things do you notice trigger your body to tense up?,-
0,How do your friends and family describe you? ,-
0,What do you wish your friends and family knew about you?,-
0,What’s something you’re often embarrassed to admit to others?,-
0,What are the things you wish you were better at?,-
0,"If you were to write a memoir about your life, what would the chapter titles be?",-
0,"What are the three most important relationships in your life, and how have they influenced your beliefs about who you are?",-
0,What kind of people do you attract around you?,-
0,"If you could share a secret about yourself with the world and remain anonymous, what would you share?",-
0,"Where were you, and what were you doing the last time you felt truly at peace?",-
0,What kind of things about yourself make you feel “less than” others?,-
0,What does it mean to be good? Where do your beliefs about goodness come from?,-
0,What does it mean to be evil? Where do your beliefs about evilness come from?,-
0,What about your belief system feels hard to trust? Why do you think that is?,-
0,What do your spiritual beliefs say about who you are? ,-
0,"If you were to question your beliefs, what do you fear others might think about you?",-
0,"If you have an inner voice, what does it sound like? Is it kind? Critical? Loving? What does it say about you?",-
0,"When bad things happen, what does it say about you? What about when good things happen?",-
0,What or who has the most influence on your life? Are you OK with this influence?,-
0,What gives you the most purpose in life? How can you do more of that?,-
0,What makes you feel valued? ,-
0,What does it feel like when someone oversteps your boundaries? What do you do?,-
0,How do you wish others would show up for you?,-
0,What makes you feel alone? ,-
0,What makes you stay in relationships that aren’t good for you?,-
0,When was the last time you felt less than? What happened? ,-
0,What triggers bring out the worst in you? Why? ,-
0,"When you put on a mask to show others a specific version of yourself, what part of you are you trying to hide?",-
0,Have you ever broken a promise to yourself? What happened? How did it feel?,-
0,What’s one thing you wish you could change about your past?,-
0,Are there certain emotions you feel more comfortable with? Why do you think that is?,-
0,What’s an idea or story that you cling to when you feel like giving up? What does it say about who you are?,-
0,What core memory from your childhood makes you angry?,-
0,What core memory from your childhood makes you feel shame?,-
0,How did your parent or guardian encourage or discourage you growing up?,-
0,What words did others use to describe you growing up?,-
0,What did you wish people understood about you growing up?,-
0,"If you could go back to your elementary-school-aged self, what advice would you give?",-
0,What do you wish you could change about how you grew up?,-
0,What were you most insecure about growing up?,-
0,What was your biggest fear growing up?,-
0,What’s something you rarely talk about that happened to you as a child?,-
0,What did your parents or guardians ask of you growing up?,-
0,Name a time when you felt rejected. What happened? ,-
0,What does being vulnerable in a relationship look like to you?,-
0,"When you’re vulnerable with someone, how does it feel? Is it safe? Is it hard? Why?",-
0,When was the last time you felt jealous? What did you fear might happen? Why?,-
0,When was the last time you felt resentful for something someone else had? What does your resentment reveal about what you need or want?,-
0,What makes you feel defensive? What are you trying to protect?,-
0,What do you hate most that others do in a relationship? Why?,-
0,What is one thing you hope your partner never finds out about you? What might happen if they knew?,-
0,When was the last time you forgave someone? Was it hard? Why or why not?,-
0,What does my partner get annoyed with me about? What does or doesn’t it say about me?,-
0,What do you want our partner to believe and know about you?,-
0,What’s something you always wished you could do but haven’t done because you’re afraid?,-
0,How do you self-sabotage the things you want in life?,-
0,What do you wish you could forgive yourself for? What makes it hard? ,-
0,"If you were to talk to yourself as if you were a child, what would change about the words you would use? Are they kind? Why or why not?",-
0,What has hurt you the most from your past? What do you wish you had now to heal from that pain?,-
0,When was the last time you received compassion? What did that feel like? What does it say about you?,-
0,"If you fully accepted yourself for who you are, what kinds of things could you stop doing today?",-
0,"What kind of things do you notice you do to conform to others around you? If you stopped conforming, what would this say about you?",-
0,"If you said no to something you normally feel obligated to do, what does that free you up to do instead?",-
0,What do you believe is true about you? What is not true? What do your beliefs say about who you are?,-
0,How do you respond when someone expresses support? Do you reject or accept it? What does your response say about who you are?,-
0,What have you done that makes you feel most like a failure?,-
0,What do you think others would think if the one thing you feel most shameful about were shared in every ad on YouTube?,-
0,What destructive patterns do you notice you repeat? Why do you think you repeat them?,-
0,What is the meaning of success to you? Where do you think that comes from?,-
0,What does your family mean to you? How have they impacted your life?,-
0,What do you have a hard time saying no to that you wish you could let go?,-
0,Who in your life takes up the most emotional energy? Why do you think that is?,-
0,What habits do you feel guilty or shameful about? Why?,-
0,What kind of behaviors in others make you the angriest? Why? What does it say about you?,-
0,When was the last time you felt betrayed by someone? What happened? What do you wish they knew about you?,-
0,"If you found out you would die today, what would you regret not doing in your life?",-
0,How do you self-sabotage the things you want in life? What do you wish you’d do instead?,-
0,How do you respond when someone is angry with you? What does their anger say about you?,-
0,What makes you feel unworthy of love and belonging? Where does this come from?,-
0,"If you could write a letter to the person(s) who hurt you the most, what would you say?",-
0,What do you feel you must do to be worthy of love? Why?,-
0,What part of your personality or personhood do you find most challenging to accept? Why?,-
0,When was the last time you realized you were wrong about something? How did it make you feel? What did you do about it?,-
0,Do you trust yourself? Why or why not? ,-
0,When was the last time you stood up for yourself? What were you defending and why?,-
0,What kind of things do you do to numb your feelings? What are you trying to avoid?,-
0,"When you’re alone, what does your self-talk most commonly sound like? What kinds of things do you say to yourself, and why?",-
